id,type,group,pattern,group_color,perceived_color,index,section,garment_group,category,simplified_pattern,color_gategory
0469562021,Trousers,Garment Lower body,Denim,Dark Blue,Blue,Ladieswear,Mama,Trousers,lower_body,structured,cool
0469562034,Trousers,Garment Lower body,Denim,Dark Blue,Blue,Ladieswear,Mama,Trousers,lower_body,structured,cool
0469562036,Trousers,Garment Lower body,Denim,Blue,Blue,Ladieswear,Mama,Trousers,lower_body,structured,cool
0469562048,Trousers,Garment Lower body,Denim,Dark Blue,Blue,Ladieswear,Mama,Trousers,lower_body,structured,cool
0469562050,Trousers,Garment Lower body,Denim,Black,Black,Ladieswear,Mama,Trousers,lower_body,structured,neutral
0469562055,Trousers,Garment Lower body,Denim,Blue,Blue,Ladieswear,Mama,Trousers,lower_body,structured,cool
0469562058,Trousers,Garment Lower body,Denim,Black,Black,Ladieswear,Mama,Trousers,lower_body,structured,neutral
0469562061,Trousers,Garment Lower body,Denim,Blue,Blue,Ladieswear,Mama,Trousers,lower_body,structured,cool
0469562065,Trousers,Garment Lower body,Denim,Dark Blue,Blue,Ladieswear,Mama,Trousers,lower_body,structured,cool
0469562067,Trousers,Garment Lower body,Denim,Dark Blue,Blue,Ladieswear,Mama,Trousers,lower_body,structured,cool
0469562068,Trousers,Garment Lower body,Denim,Black,Black,Ladieswear,Mama,Trousers,lower_body,structured,neutral
0469649004,Dress,Garment Full body,Stripe,Dark Blue,Blue,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,unknown,cool
0470111002,Blouse,Garment Upper body,Solid,Black,Black,Ladieswear,H&M+,Blouses,upper_body,solid,neutral
0471456001,Blouse,Garment Upper body,Solid,Light Pink,Pink,Divided,Divided Projects,Blouses,upper_body,solid,warm
0471456002,Blouse,Garment Upper body,Solid,Black,Black,Divided,Divided Projects,Blouses,upper_body,solid,neutral
0477909005,Blouse,Garment Upper body,All over pattern,Black,Black,Divided,Divided Projects,Blouses,upper_body,printed,neutral
0479232009,Blouse,Garment Upper body,All over pattern,White,White,Ladieswear,Womens Tailoring,Blouses,upper_body,printed,neutral
0480304005,T-shirt,Garment Upper body,Placement print,Turquoise,Turquoise,Menswear,Contemporary Casual,Jersey Fancy,upper_body,printed,cool
0480405002,Sweater,Garment Upper body,Solid,Light Blue,Blue,Divided,Divided Collection,Jersey Fancy,upper_body,solid,cool
0480574006,Trousers,Garment Lower body,All over pattern,Dark Grey,Grey,Children Sizes 92-140,Kids Girl,Jersey Fancy,lower_body,printed,neutral
0480574007,Trousers,Garment Lower body,Solid,Black,Black,Children Sizes 92-140,Kids Girl,Jersey Fancy,lower_body,solid,neutral
0480581011,Sweater,Garment Upper body,Application/3D,Light Pink,Pink,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,printed,warm
0480581013,Sweater,Garment Upper body,Application/3D,Pink,Pink,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,printed,warm
0480581024,Sweater,Garment Upper body,Front print,Light Pink,Pink,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,printed,warm
0480581025,Sweater,Garment Upper body,Front print,Grey,Grey,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,printed,neutral
0480581028,Sweater,Garment Upper body,Front print,Grey,Grey,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,printed,neutral
0480581030,Sweater,Garment Upper body,Front print,Dark Pink,Pink,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,printed,other
0480582003,Sweater,Garment Upper body,Front print,Light Beige,Beige,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,printed,other
0481145001,T-shirt,Garment Upper body,Front print,Beige,Mole,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,neutral
0481145002,T-shirt,Garment Upper body,Front print,Black,Black,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,neutral
0481148015,Dress,Garment Full body,Solid,Dark Pink,Pink,Divided,Divided Collection,Dresses Ladies,one_piece,solid,other
0481420010,Trousers,Garment Lower body,Solid,Dark Blue,Blue,Menswear,Contemporary Smart,Trousers,lower_body,solid,cool
0481529006,Trousers,Garment Lower body,Solid,Light Blue,Blue,Divided,Divided Collection,Trousers,lower_body,solid,cool
0481529007,Trousers,Garment Lower body,Solid,Blue,Blue,Divided,Divided Collection,Trousers,lower_body,solid,cool
0481550003,T-shirt,Garment Upper body,Stripe,Dark Blue,Blue,Ladieswear,Womens Casual,Jersey Fancy,upper_body,unknown,cool
0481550005,T-shirt,Garment Upper body,Stripe,Light Orange,Orange,Ladieswear,Womens Casual,Jersey Fancy,upper_body,unknown,warm
0481771001,T-shirt,Garment Upper body,Solid,Other Pink,Pink,Children Sizes 134-170,Girls Underwear & Basics,Jersey Basic,upper_body,solid,warm
0482130002,Dress,Garment Full body,Solid,Dark Blue,Blue,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,solid,cool
0482130005,Dress,Garment Full body,Solid,Dark Turquoise,Turquoise,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,solid,cool
0482160001,Trousers,Garment Lower body,Solid,Black,Black,Ladieswear,Womens Casual,Trousers,lower_body,solid,neutral
0482176001,Trousers,Garment Lower body,Denim,Light Blue,Blue,Ladieswear,H&M+,Trousers,lower_body,structured,cool
0482176002,Trousers,Garment Lower body,Denim,Blue,Blue,Ladieswear,H&M+,Trousers,lower_body,structured,cool
0482178001,Trousers,Garment Lower body,Denim,Blue,Blue,Ladieswear,H&M+,Trousers,lower_body,structured,cool
0482192001,Trousers,Garment Lower body,Denim,Light Blue,Blue,Ladieswear,H&M+,Trousers,lower_body,structured,cool
0482194001,Trousers,Garment Lower body,Stripe,Dark Blue,Blue,Ladieswear,H&M+,Trousers,lower_body,unknown,cool
0482199001,Trousers,Garment Lower body,Other structure,Black,Black,Ladieswear,H&M+,Trousers,lower_body,structured,neutral
0482207006,Blouse,Garment Upper body,Solid,Light Orange,Orange,Ladieswear,H&M+,Blouses,upper_body,solid,warm
0482207007,Blouse,Garment Upper body,Stripe,Black,Black,Ladieswear,H&M+,Blouses,upper_body,unknown,neutral
0482207009,Blouse,Garment Upper body,Solid,Dark Blue,Blue,Ladieswear,H&M+,Blouses,upper_body,solid,cool
0482207013,Blouse,Garment Upper body,Solid,Dark Red,Red,Ladieswear,H&M+,Blouses,upper_body,solid,warm
0482207016,Blouse,Garment Upper body,Solid,Black,Black,Ladieswear,H&M+,Blouses,upper_body,solid,neutral
0482209001,Blouse,Garment Upper body,Stripe,Blue,Blue,Ladieswear,H&M+,Blouses,upper_body,unknown,cool
0482211001,Top,Garment Upper body,All over pattern,Greenish Khaki,Khaki green,Ladieswear,H&M+,Blouses,upper_body,printed,cool
0482211002,Top,Garment Upper body,Solid,Light Yellow,Yellow,Ladieswear,H&M+,Blouses,upper_body,solid,warm
0482217001,Top,Garment Upper body,Embroidery,White,White,Ladieswear,H&M+,Blouses,upper_body,printed,neutral
0482221006,Blouse,Garment Upper body,Lace,Red,Red,Ladieswear,H&M+,Blouses,upper_body,printed,warm
0483101001,Trousers,Garment Lower body,Solid,Light Orange,Orange,Ladieswear,Mama,Trousers,lower_body,solid,warm
0483290001,Sweater,Garment Upper body,Solid,Beige,Mole,Menswear,Contemporary Street,Knitwear,upper_body,solid,neutral
0483290003,Sweater,Garment Upper body,Solid,White,White,Menswear,Contemporary Street,Knitwear,upper_body,solid,neutral
0483290004,Sweater,Garment Upper body,Solid,Pink,Pink,Menswear,Contemporary Street,Knitwear,upper_body,solid,warm
0483290005,Sweater,Garment Upper body,Solid,Light Pink,Pink,Menswear,Contemporary Street,Knitwear,upper_body,solid,warm
0483290015,Sweater,Garment Upper body,Solid,Black,Black,Menswear,Contemporary Street,Knitwear,upper_body,solid,neutral
0483290017,Sweater,Garment Upper body,Solid,Beige,Beige,Menswear,Contemporary Street,Knitwear,upper_body,solid,neutral
0483373005,T-shirt,Garment Upper body,All over pattern,Green,Green,Ladieswear,Mama,Jersey Fancy,upper_body,printed,cool
0483373006,T-shirt,Garment Upper body,All over pattern,Light Pink,Pink,Ladieswear,Mama,Jersey Fancy,upper_body,printed,warm
0483373007,T-shirt,Garment Upper body,All over pattern,Light Blue,Blue,Ladieswear,Mama,Jersey Fancy,upper_body,printed,cool
0483633004,Dress,Garment Full body,Solid,Pink,Pink,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,solid,warm
0483645004,Dress,Garment Full body,All over pattern,Light Yellow,Yellow,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Basic,one_piece,printed,warm
0483645007,Dress,Garment Full body,All over pattern,Light Yellow,Yellow,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Basic,one_piece,printed,warm
0484134006,Dress,Garment Full body,Lace,White,White,Ladieswear,Womens Trend,Blouses,one_piece,printed,neutral
0484207003,Dress,Garment Full body,All over pattern,Light Pink,Pink,Ladieswear,Womens Trend,Blouses,one_piece,printed,warm
0484406007,Top,Garment Upper body,Solid,White,White,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0484538002,Trousers,Garment Lower body,Treatment,Blue,Blue,Divided,Divided Selected,Dresses Ladies,lower_body,structured,cool
0484538004,Trousers,Garment Lower body,Treatment,Black,Black,Divided,Divided Selected,Dresses Ladies,lower_body,structured,neutral
0484538006,Trousers,Garment Lower body,Treatment,White,White,Divided,Divided Selected,Dresses Ladies,lower_body,structured,neutral
0484760002,Trousers,Garment Lower body,Solid,Light Pink,Pink,Children Sizes 92-140,Kids Girl,Trousers,lower_body,solid,warm
0484766005,Trousers,Garment Lower body,All over pattern,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Trousers,lower_body,printed,cool
0484766006,Trousers,Garment Lower body,Chambray,Light Blue,Blue,Children Sizes 92-140,Kids Girl,Trousers,lower_body,solid,cool
0484767008,Trousers,Garment Lower body,Glittering/Metallic,Light Beige,Beige,Children Sizes 92-140,Kids Girl,Trousers,lower_body,structured,other
0484767009,Trousers,Garment Lower body,Solid,Dark Grey,Grey,Children Sizes 92-140,Kids Girl,Trousers,lower_body,solid,neutral
0484767010,Trousers,Garment Lower body,All over pattern,Greyish Beige,Mole,Children Sizes 92-140,Kids Girl,Trousers,lower_body,printed,neutral
0484767012,Trousers,Garment Lower body,All over pattern,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Trousers,lower_body,printed,cool
0484911005,Trousers,Garment Lower body,Treatment,Light Grey,Grey,Menswear,Contemporary Casual,Trousers,lower_body,structured,neutral
0484963005,Dress,Garment Full body,Solid,Light Pink,Pink,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,solid,warm
0485115001,Dress,Garment Full body,Chambray,Blue,Blue,Children Sizes 92-140,Kids Girl,Dresses/Skirts girls,one_piece,solid,cool
0485176004,Trousers,Garment Lower body,Solid,Black,Black,Divided,Divided Collection,Trousers,lower_body,solid,neutral
0485176007,Trousers,Garment Lower body,Solid,Dark Blue,Blue,Divided,Divided Collection,Trousers,lower_body,solid,cool
0485176008,Trousers,Garment Lower body,Solid,Beige,Beige,Divided,Divided Collection,Trousers,lower_body,solid,neutral
0485455002,Dress,Garment Full body,Solid,Light Pink,Pink,Ladieswear,Mama,Jersey Fancy,one_piece,solid,warm
0485591001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Mama,Blouses,upper_body,solid,neutral
0485591004,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Mama,Blouses,upper_body,solid,neutral
0485751003,Dress,Garment Full body,Solid,Light Pink,Pink,Divided,Divided Projects,Dresses Ladies,one_piece,solid,warm
0485950005,Trousers,Garment Lower body,Solid,Black,Black,Ladieswear,Womens Casual,Trousers,lower_body,solid,neutral
0485973002,T-shirt,Garment Upper body,Treatment,Black,Black,Divided,Divided Selected,Jersey Fancy,upper_body,structured,neutral
0485973003,T-shirt,Garment Upper body,Treatment,Grey,Grey,Divided,Divided Selected,Jersey Fancy,upper_body,structured,neutral
0485973013,T-shirt,Garment Upper body,Treatment,Light Grey,Grey,Divided,Divided Selected,Jersey Fancy,upper_body,structured,neutral
0485973014,T-shirt,Garment Upper body,Treatment,Greenish Khaki,Khaki green,Divided,Divided Selected,Jersey Fancy,upper_body,structured,cool
0485973018,T-shirt,Garment Upper body,Treatment,Greenish Khaki,Khaki green,Divided,Divided Selected,Jersey Fancy,upper_body,structured,cool
0485973030,T-shirt,Garment Upper body,All over pattern,Dark Grey,Grey,Divided,Divided Selected,Jersey Fancy,upper_body,printed,neutral
0485973032,T-shirt,Garment Upper body,All over pattern,Beige,Mole,Divided,Divided Selected,Jersey Fancy,upper_body,printed,neutral
0485973034,T-shirt,Garment Upper body,Treatment,Dark Purple,Lilac Purple,Divided,Divided Selected,Jersey Fancy,upper_body,structured,purple
0485973039,T-shirt,Garment Upper body,Treatment,Red,Red,Divided,Divided Selected,Jersey Fancy,upper_body,structured,warm
0485973048,T-shirt,Garment Upper body,Treatment,Black,Black,Divided,Divided Selected,Jersey Fancy,upper_body,structured,neutral
0486183002,Dress,Garment Full body,Solid,Black,Black,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,solid,neutral
0486633001,Trousers,Garment Lower body,Solid,Black,Black,Divided,Divided Collection,Trousers,lower_body,solid,neutral
0486723001,Dress,Garment Full body,Solid,Black,Black,Ladieswear,Special Collections,Special Offers,one_piece,solid,neutral
0486755001,Blouse,Garment Upper body,Stripe,White,White,Ladieswear,Special Collections,Special Offers,upper_body,unknown,neutral
0486765004,Sweater,Garment Upper body,Melange,Black,Black,Divided,Divided Collection,Knitwear,upper_body,solid,neutral
0487275010,T-shirt,Garment Upper body,Stripe,Dark Blue,Blue,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Basic,upper_body,unknown,cool
0487275012,T-shirt,Garment Upper body,Solid,Grey,Grey,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Basic,upper_body,solid,neutral
0487275017,T-shirt,Garment Upper body,Stripe,Light Green,Green,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Basic,upper_body,unknown,cool
0487275019,T-shirt,Garment Upper body,Stripe,Dark Blue,Blue,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Basic,upper_body,unknown,cool
0487275020,T-shirt,Garment Upper body,All over pattern,White,White,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Basic,upper_body,printed,neutral
0487275021,T-shirt,Garment Upper body,All over pattern,White,White,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Basic,upper_body,printed,neutral
0487275022,T-shirt,Garment Upper body,All over pattern,White,White,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Basic,upper_body,printed,neutral
0487275023,T-shirt,Garment Upper body,Stripe,Dark Blue,Blue,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Basic,upper_body,unknown,cool
0487724001,Dress,Garment Full body,Solid,Green,Green,Divided,Divided Projects,Dresses Ladies,one_piece,solid,cool
0487785002,Dress,Garment Full body,All over pattern,Pink,Pink,Divided,Divided Projects,Dresses Ladies,one_piece,printed,warm
0487827007,Trousers,Garment Lower body,Denim,Blue,Blue,Divided,Ladies Denim,Trousers Denim,lower_body,structured,cool
0487827009,Trousers,Garment Lower body,Denim,Blue,Blue,Divided,Ladies Denim,Trousers Denim,lower_body,structured,cool
0487827013,Trousers,Garment Lower body,Denim,Black,Green,Divided,Ladies Denim,Trousers Denim,lower_body,structured,neutral
0487827014,Trousers,Garment Lower body,Denim,Light Blue,Blue,Divided,Ladies Denim,Trousers Denim,lower_body,structured,cool
0487827023,Trousers,Garment Lower body,Denim,Light Blue,Blue,Divided,Ladies Denim,Trousers Denim,lower_body,structured,cool
0487827024,Trousers,Garment Lower body,Denim,Dark Blue,Blue,Divided,Ladies Denim,Trousers Denim,lower_body,structured,cool
0487910001,Top,Garment Upper body,Stripe,Black,Black,Children Sizes 134-170,Girls Underwear & Basics,Jersey Basic,upper_body,unknown,neutral
0488137002,Blouse,Garment Upper body,All over pattern,Light Turquoise,Turquoise,Divided,Divided Projects,Blouses,upper_body,printed,cool
0488137003,Blouse,Garment Upper body,All over pattern,White,White,Divided,Divided Projects,Blouses,upper_body,printed,neutral
0488175001,Sweater,Garment Upper body,Melange,Light Grey,Grey,Ladieswear,Womens Casual,Knitwear,upper_body,solid,neutral
0488178001,Blouse,Garment Upper body,All over pattern,Green,Green,Divided,Divided Projects,Blouses,upper_body,printed,cool
0488311001,Dress,Garment Full body,Solid,Red,Red,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,solid,warm
0488369002,Dress,Garment Full body,Lace,White,White,Divided,Divided Collection,Dresses Ladies,one_piece,printed,neutral
0488564005,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,neutral
0488564006,Top,Garment Upper body,Solid,Pink,Pink,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,warm
0488984001,Sweater,Garment Upper body,Jacquard,Light Beige,White,Ladieswear,Womens Casual,Knitwear,upper_body,printed,other
0489838001,Trousers,Garment Lower body,All over pattern,Light Beige,White,Ladieswear,Womens Everyday Collection,Jersey Fancy,lower_body,printed,other
0489838003,Trousers,Garment Lower body,All over pattern,Light Beige,Mole,Ladieswear,Womens Everyday Collection,Jersey Fancy,lower_body,printed,other
0489838004,Trousers,Garment Lower body,All over pattern,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Jersey Fancy,lower_body,printed,other
0489838008,Trousers,Garment Lower body,All over pattern,Dark Grey,Grey,Ladieswear,Womens Everyday Collection,Jersey Fancy,lower_body,printed,neutral
0489838009,Trousers,Garment Lower body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,lower_body,printed,neutral
0489838010,Trousers,Garment Lower body,All over pattern,Light Beige,White,Ladieswear,Womens Everyday Collection,Jersey Fancy,lower_body,printed,other
0489838012,Trousers,Garment Lower body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,lower_body,solid,neutral
0493836029,Top,Garment Upper body,Stripe,Dark Blue,Blue,Children Sizes 92-140,Boys Underwear & Basics,Jersey Basic,upper_body,unknown,cool
